contract_id	normalizer_version	owner	plugin	contract_key	contract_label	normalization_basis	normalization_confidence	review_flags	scheduling_status	work_category	required_plugins	callable_obligations	evidence_occurrences	unmatched_callables	consumer_candidate_callables	coverage_status	review_status	rust_consumer_candidates	member_obligation_ids	member_original_names
SC-G02-4ace911bae82	2	G02	ui	executable:adjacent:vince	executable / adjacent / vince	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-eba50db188b9	build_executable_adjacent_Vince_folder_path
SC-G02-cf12d093d42c	2	G02	ui	expando:piece:tree	expando / piece / tree	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-086cd7723932;OB-G02-f4c546c244c8	find_or_insert_expando_piece_tree_payload;find_expando_piece_tree_entry
SC-G02-3cc859277687	2	G02	ui	feedback	feedback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f09bec41d96a	append_feedback_child_record
SC-G02-71e4b3af3887	2	G02	ui	feedback:byte:deque	feedback / byte / deque	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-ec33c1da0ea9	append_feedback_4byte_deque_value
SC-G02-c05bfa5b1106	2	G02	ui	feedback:control	feedback / control	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-98dbb90b8517	update_spawn_feedback_control
SC-G02-2e40a281ac12	2	G02	ui	feedback:event	feedback / event	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	7	7	7	0	unmatched	unreviewed		OB-G02-5d65ae16b82b;OB-G02-4298c7bdc332;OB-G02-9fd3e2b4c8b8;OB-G02-e7065464ddb7;OB-G02-452c025213dc;OB-G02-fa77c41cb62e;OB-G02-c482c1163cf1	emit_feedback_event_payload;emit_feedback_event_payload;emit_feedback_event_payload;emit_feedback_event_payload;append_feedback_event_payload_value_ref;emit_feedback_event_payload;emit_feedback_event_payload
SC-G02-4c73b1cc3e78	2	G02	ui	financial:history:panel	financial / history / panel	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-ed1d22c07fdb	populate_entity_financial_history_panel
SC-G02-73809baf2fc9	2	G02	ui	find_first_ui_child_dispatch_result	find first ui child dispatch result	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-9228e61ca3ab	find_first_ui_child_dispatch_result
SC-G02-3403f04348fe	2	G02	ui	flag:before:after	flag / before / after	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-78e03a3abef7	set_ui_refresh_flag_and_emit_before_after_payloads
SC-G02-caab9e29882a	2	G02	ui	format:text:string	format / text / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-08698c68489e	format_inline_ui_text_ref_to_string
SC-G02-d4d7dff977c1	2	G02	ui	four:notify:group	four / notify / group	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-1e764fa4ff88	apply_ui_state_four_and_notify_child_group
SC-G02-e1360b9147b4	2	G02	ui	fullscreen:button:binding	fullscreen / button / binding	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	binding@projects/reimplementation/game/src/plugins/ui/conversions.rs:37	OB-G02-4c2810ef1692	clear_fullscreen_button_target_binding
SC-G02-9ebf76e0a7c9	2	G02	ui	fullscreen:button:deferred	fullscreen / button / deferred	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8dd18e469629	forward_fullscreen_button_deferred_refresh
SC-G02-4a091f0f5ef1	2	G02	ui	fullscreen:button:delay	fullscreen / button / delay	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-5909fcea7975	advance_fullscreen_button_delay_and_hide_control
SC-G02-40a1d8d7053d	2	G02	ui	fullscreen:button:layout	fullscreen / button / layout	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-abb5ef0ce451;OB-G02-3038753face6	read_fullscreen_button_layout_options;bind_fullscreen_button_target_layout
SC-G02-b17a81fc6770	2	G02	ui	globe	globe	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	3	3	3	0	unmatched	unreviewed		OB-G02-ad92b9262829;OB-G02-8453099697a5;OB-G02-dcbd6c666836	handle_set_secondary_globe_ui_value;handle_clear_globe_ui_value;assign_shared_globe_ui_refresh_value_ref
SC-G02-6e589d811871	2	G02	ui	globe:handler	globe / handler	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-02fe9cabf34f	append_globe_ui_value_handler_entry
SC-G02-cd4d1928719d	2	G02	ui	globe:location:string	globe / location / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-1bc785ac8f60	set_secondary_globe_location_from_ui_string
SC-G02-e4447bb34c1c	2	G02	ui	globe:pointer	globe / pointer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-2b4aece5baa6	handle_globe_pointer_move_ui_value
SC-G02-9eabc8851f39	2	G02	ui	globe:wrapper	globe / wrapper	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-fe6ceabfcc97	assign_shared_globe_ui_refresh_value_wrapper
SC-G02-8987c5ce147b	2	G02	ui	grid:region:layout	grid / region / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-06a6250f2ac1	read_grid_region_layout_and_refresh_tree
SC-G02-27254be88e80	2	G02	ui	heap:multilist:callback	heap / multilist / callback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-212415c0b008	make_heap_multilist_entries_with_callback
SC-G02-0253b543a596	2	G02	ui	heap:multilist:integer	heap / multilist / integer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-2b40e2f5bdaf	make_heap_multilist_entries_by_integer_child
SC-G02-457b5f951d8b	2	G02	ui	heap:multilist:string	heap / multilist / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-4a3c7ca69ee5	make_heap_multilist_entries_by_string_child
SC-G02-6fb42dabdb31	2	G02	ui	hidden	hidden	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-68cd5182f7e7	build_UI_IS_HIDDEN_value_from_state78
SC-G02-e771535bc602	2	G02	ui	hide:training:feedback	hide / training / feedback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-529b6c88fd8b	hide_training_feedback_text_component
SC-G02-599c6c293b41	2	G02	ui	highlighted	highlighted	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-b700dc729b47	build_UI_IS_HIGHLIGHTED_value_from_state78
SC-G02-f4e2c3fcfe09	2	G02	ui	hitmask:extra:pixel	hitmask / extra / pixel	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-f922a3c8a25e	build_hitmask_extra_data_from_pixel_data
SC-G02-e1f18718ff5c	2	G02	ui	hotkeys	hotkeys	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	accepted		OB-G02-b01c2e83102f	read_ui_hotkeys
SC-G02-0c8511746368	2	G02	ui	hotkeys:file	hotkeys / file	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	support		OB-G02-48a268f11543	load_ui_hotkeys_file
SC-G02-fd1061570ef2	2	G02	ui	http:get	http / get	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-be42fa1e368e	build_http_get_request
SC-G02-3cde2ae32742	2	G02	ui	http:multipart:post	http / multipart / post	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-26a77d971884	build_http_multipart_post_request
SC-G02-26ca849999de	2	G02	ui	http:peer	http / peer	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-c0d7feb576be	resolve_http_peer_and_build_request
SC-G02-0b7515881b1c	2	G02	ui	hwconfig:error:dialog	hwconfig / error / dialog	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-9868442fccb6;OB-G02-819d73f4d258	prepare_hwconfig_error_dialog_from_string_id;prepare_hwconfig_error_dialog_from_text
SC-G02-a03bd75a33a3	2	G02	ui	icon	icon	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	3	3	3	0	unmatched	unreviewed		OB-G02-dc8c278de04c;OB-G02-bc0d07262c66;OB-G02-1e9bfa9128b8	copy_selected_object_icon_ui_component_value;apply_object_icon_component_to_ui_value;apply_named_object_icon_component_to_ui_value
SC-G02-21ff92f58517	2	G02	ui	icon:resource:tooltip	icon / resource / tooltip	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	resolve_tooltip_targets@projects/reimplementation/game/src/plugins/ui/projection.rs:1193	OB-G02-25c3b4064499	resolve_active_icon_resource_tooltip_text
SC-G02-1a8887d3ef68	2	G02	ui	icon:tooltip:text	icon / tooltip / text	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	resolve_tooltip_targets@projects/reimplementation/game/src/plugins/ui/projection.rs:1193	OB-G02-1377aa8043e3	resolve_named_or_icon_tooltip_text
SC-G02-03285efacfb3	2	G02	ui	iconitem	iconitem	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-950eb9fbbcd9	create_iconitem_ui_component_with_payload
SC-G02-248420452a00	2	G02	ui	int	int	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-c8cd0e65b56e	make_ui_int_payload_value
SC-G02-36fde195dc50	2	G02	ui	intersect:regions:cache	intersect / regions / cache	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a89498c2957f	intersect_ui_regions_into_cache
SC-G02-217fa722534e	2	G02	ui	introsort:multilist:callback	introsort / multilist / callback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-0018e0342d32	introsort_multilist_entries_with_callback
SC-G02-977629994f42	2	G02	ui	introsort:multilist:integer	introsort / multilist / integer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-9930b8d4159d	introsort_multilist_entries_by_integer_child
SC-G02-f57adcc356ea	2	G02	ui	introsort:multilist:string	introsort / multilist / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a6b25b16ec6b	introsort_multilist_entries_by_string_child
SC-G02-238c3205886a	2	G02	ui	inventory:panel	inventory / panel	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d6196fa75b34	populate_entity_inventory_panel
SC-G02-83ce48c744ca	2	G02	ui	keep:context	keep / context	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f8f6758ac7c6	keep_component_if_in_current_ui_context
SC-G02-6405a8d0cd1b	2	G02	ui	key:chain	key / chain	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-0fa462a37329	resolve_ui_value_by_key_up_chain
SC-G02-083e551e98fd	2	G02	ui	launch:windows:media	launch / windows / media	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8cffdd64335b	launch_windows_media_center_shell
SC-G02-97a60b0b93e8	2	G02	ui	layout:multi:list	layout / multi / list	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a4e1f651b60c	layout_multi_list_children
SC-G02-a1b9b02f3c06	2	G02	ui	layout:node	layout / node	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d1e1e526002c	make_ui_value_from_layout_node
SC-G02-cab967a9c7a5	2	G02	ui	list	list	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-87e18bf6b4f4;OB-G02-a40ec4000dd4	test_ui_child_in_primary_list;test_ui_child_in_secondary_list
SC-G02-fe66a6b854ec	2	G02	ui	list:output	list / output	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-b8979354decb	assign_ui_value_list_result_and_return_output
SC-G02-8a03a88406b4	2	G02	ui	locid	locid	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-22a4ebe8516d	build_UI_GET_LOCID_value_from_field_7c
SC-G02-2e9eaf2c88d6	2	G02	ui	main:gui:toolbar	main / gui / toolbar	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-2c2d1ab1360d	setup_main_gui_toolbar
SC-G02-9042b057661d	2	G02	ui	make_inline_ui_payload_value_ref	make inline ui payload value ref	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-971e96fbec8d	make_inline_ui_payload_value_ref
SC-G02-10e30d430ffb	2	G02	ui	markup	markup	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-985bdda0fde0	consume_matching_UI_markup_child
SC-G02-94917e970469	2	G02	ui	markup:style:layout	markup / style / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-44998b5b9465	apply_child_UI_markup_style_to_layout_state
SC-G02-d7c33cc51e6e	2	G02	ui	match:requirements:keyword	match / requirements / keyword	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-c941dc11262d	match_requirements_keyword_prefix
SC-G02-f6b89f9e5bb1	2	G02	ui	mode:one	mode / one	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f77723d8faaf	handle_mode_state_one_with_ui_refresh
SC-G02-9f3143be9fcf	2	G02	ui	mode:zero	mode / zero	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-70d2e4250d7b	handle_mode_state_zero_with_ui_refresh
SC-G02-88e157855288	2	G02	ui	modify:editor:layout	modify / editor / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-5140118eb52e	modify_editor_layout_target_value
SC-G02-e6e10e1487df	2	G02	ui	multi:info:layout	multi / info / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-e54db397ea35	is_multi_info_layout_region_invalid
SC-G02-0c3523fda049	2	G02	ui	name	name	semantic-phrase;typed-topic	low	mixed-coverage;mixed-normalization-basis;phrase-merge	normalization-review	implementation-and-verification	ui	2	2	1	1	mixed	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-bf40b0623d6e;OB-G02-ee8aeff8f36c	find_ui_component_by_name;build_UI_GET_NAME_value_from_name_ref
SC-G02-996485687c6b	2	G02	ui	nested	nested	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-0d92a0759ec2	resolve_nested_ui_child_value_or_clear
SC-G02-3482d2c9cebb	2	G02	ui	normal	normal	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-9a63b0bb7eb8	build_UI_IS_NORMAL_value_from_state78
SC-G02-5e03f2cc5f35	2	G02	ui	notify:parent	notify / parent	semantic-phrase;typed-topic	low	mixed-coverage;mixed-normalization-basis;phrase-merge	normalization-review	implementation-and-verification	ui	2	2	1	1	mixed	unreviewed	default@projects/reimplementation/game/src/plugins/ui/types.rs:554	OB-G02-2cf7134b2733;OB-G02-9c8521c36ebd	dispatch_ui_notify_parent_child_or_default;make_UI_NOTIFY_PARENT_value
SC-G02-7fe5d18d4fa1	2	G02	ui	occlusion:transform	occlusion / transform	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-9d0d2fc84a0a	build_occlusion_test_transform
SC-G02-1683927b7b60	2	G02	ui	offset:hide	offset / hide	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8c106427ad0a	offset_and_hide_global_ui_object_ref
SC-G02-f35fe5b65926	2	G02	ui	opening:punctuation:codepoint	opening / punctuation / codepoint	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-9f9087fae32b	is_inline_ui_opening_punctuation_codepoint
SC-G02-2322d76449ec	2	G02	ui	options:settings	options / settings	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-74f67667841b	populate_options_settings_ui
SC-G02-9ff1df10db5d	2	G02	ui	order:multilist:callback	order / multilist / callback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-4f061444930a	order_multilist_callback_pivot_triple
SC-G02-c58aa7fb7947	2	G02	ui	order:multilist:integer	order / multilist / integer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d191eab5c8b5	order_multilist_integer_child_pivot_triple
SC-G02-8693df02d229	2	G02	ui	order:multilist:string	order / multilist / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a6ed855ac130	order_multilist_string_child_pivot_triple
SC-G02-9b8ad47f40e1	2	G02	ui	owner:chain:node	owner / chain / node	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-12ab3224f18a	find_ui_owner_chain_node_by_key
